Timestamp,Price,Volume,time_bin,Hour,Minute
1970-01-01 00:09:10.746000000,258,1,1,0,9
1970-01-01 00:09:11.583000000,258,2,1,0,9
1970-01-01 00:09:14.342000000,262,2,1,0,9
1970-01-01 00:09:17.628000000,258,1,1,0,9
1970-01-01 00:09:18.620000000,261,2,1,0,9
1970-01-01 00:09:18.868000000,261,1,1,0,9
1970-01-01 00:09:20.883000000,267,3,1,0,9
1970-01-01 00:09:21.069000000,266,1,1,0,9
1970-01-01 00:09:21.100000000,265,1,1,0,9
1970-01-01 00:09:22.092000000,263,3,1,0,9
1970-01-01 00:09:24.386000000,267,3,1,0,9
1970-01-01 00:09:26.277000000,266,1,1,0,9
1970-01-01 00:09:29.501000000,263,3,1,0,9
1970-01-01 00:09:32.229000000,266,1,1,0,9
1970-01-01 00:09:33.221000000,263,4,1,0,9
1970-01-01 00:09:37.654000000,259,1,1,0,9
1970-01-01 00:09:37.654000000,259,1,1,0,9
1970-01-01 00:09:38.212000000,259,1,1,0,9
1970-01-01 00:09:38.274000000,260,1,1,0,9
1970-01-01 00:09:39.855000000,269,4,1,0,9
1970-01-01 00:09:41.343000000,260,1,1,0,9
1970-01-01 00:09:44.319000000,264,3,1,0,9
1970-01-01 00:09:45.931000000,263,1,1,0,9
1970-01-01 00:09:47.109000000,261,1,1,0,9
1970-01-01 00:09:47.109000000,259,1,1,0,9
1970-01-01 00:09:48.411000000,263,1,1,0,9
1970-01-01 00:09:49.217000000,265,1,1,0,9
1970-01-01 00:09:49.496000000,263,2,1,0,9
1970-01-01 00:09:53.185000000,264,1,1,0,9
1970-01-01 00:09:53.216000000,264,4,1,0,9
1970-01-01 00:09:53.619000000,269,2,1,0,9
1970-01-01 00:09:55.758000000,269,4,1,0,9
1970-01-01 00:09:57.091000000,269,1,1,0,9
1970-01-01 00:09:59.664000000,269,2,1,0,9
1970-01-01 00:09:59.881000000,269,3,1,0,9
1970-01-01 00:10:02.330000000,267,2,1,0,10
1970-01-01 00:10:04.128000000,268,1,1,0,10
1970-01-01 00:10:07.724000000,269,2,1,0,10
1970-01-01 00:10:08.778000000,268,5,1,0,10
1970-01-01 00:10:16.559000000,268,2,1,0,10
1970-01-01 00:10:17.892000000,268,2,1,0,10
1970-01-01 00:10:18.605000000,267,3,1,0,10
1970-01-01 00:10:18.605000000,266,1,1,0,10
1970-01-01 00:10:21.116000000,265,4,1,0,10
